-1.241959	1.954334	0.812355	-0.6616123	-0.51764643	0.3790733	0.1592683	0.012063064	-0.12964089	0.4688576	-0.24507639	0.42347488	0.19798438	-0.24437621	0.051697217	0.32120764
-0.7763379	0.7634067	0.58921236	-0.024359493	-0.95805407	-0.66581815	-0.50338864	-0.045308385	0.64055175	0.26007152	-0.016796982	0.06182355	-0.82606393	0.2893573	0.35724485	0.14629611
-0.98069865	-0.18467157	0.19526203	-0.24826206	-0.20161796	-0.68396086	-0.4550651	-0.5098534	-0.08234637	0.49902937	0.23617826	0.0859456	-0.03618087	0.0009830365	-0.4694756	-0.3706124
-0.18520948	0.38777915	0.14742963	0.089689836	-0.080292135	0.32248473	0.32860646	0.13205443	-0.12416646	-0.03802491	-0.15861842	0.0106142685	0.031186527	0.024950814	-0.0060295374	0.29456472
-0.4679614	-0.39823428	-0.77575356	0.26060057	0.16242163	-0.2355975	0.39762163	0.18808979	-0.14393494	0.8117639	-0.45523328	0.7734663	0.053033076	0.3417431	-0.311698	0.101757795
-0.81793076	-0.6256628	0.47749227	-1.6519063	0.6437066	-0.6577325	-1.2173046	-1.384452	-0.8833233	0.11600578	1.228375	-0.62662965	0.82397896	-1.2994606	-0.9156067	-1.2380612
-0.11325826	0.35210806	0.10168535	-0.19965294	-0.14869122	-0.32533002	-0.26135385	-0.1357784	0.23632196	0.21896571	-0.16354759	0.28480223	-0.17335542	0.074202254	0.2268894	-0.14340545
0.4539268	0.054548524	-0.386184	-0.47164175	0.9626036	0.6974118	0.55575573	0.15414935	-0.8029595	-0.25714785	-0.16654356	-0.011120793	0.9117148	-0.65624213	-0.16848505	-0.071397565
0.1744853	0.33610088	0.2399432	-0.28337523	0.28061667	0.42339385	0.14994474	0.024459423	-0.3150386	-0.3551633	0.11351901	-0.25286296	0.34979233	-0.3897422	-0.032926865	0.067405455
0.7111388	1.8190765	1.0099766	-0.5784151	-0.46725428	0.68877435	-0.39931953	-0.080831856	0.2912233	-1.4013596	0.23224618	-0.89854074	-0.11928443	-0.57062244	1.1644529	0.25839213
-0.006463105	0.5941694	0.43902653	-0.33566687	-0.108950704	0.043182492	-0.17217246	-0.05761143	0.0098818885	-0.19387445	0.11509205	-0.2141204	0.021988714	-0.25686398	0.17891467	-0.1108555
0.048103664	0.29932976	-0.11180566	-0.30563074	0.043255147	-0.020261489	-0.1379587	-0.08731774	0.12725872	0.0721267	-0.19004951	0.30379906	0.056056824	-0.16531208	0.24226591	-0.16538039
0.299997	-0.075897105	-1.1609265	0.54013604	0.6849078	0.87517893	1.3679934	0.8893493	-0.62566715	0.27593732	-0.7278688	0.6034207	0.6973228	0.23833023	-0.29871708	0.8384584
